,stereo-name,orig-name,ext-stereo-smiles,stereo-smiles,chi,orig-inchi,charge,mult
0,H,H,[H],[H],InChI=1S/H,InChI=1S/H,0,2
1,H2,H2,[H][H],[H][H],InChI=1S/H2/h1H,InChI=1S/H2/h1H,0,1
2,C,C,[C],[C],InChI=1S/C,InChI=1S/C,0,1
3,CH,CH,[CH],[CH],InChI=1S/CH/h1H,InChI=1S/CH/h1H,0,2
4,CH2,CH2,[CH2],[CH2],InChI=1S/CH2/h1H2,InChI=1S/CH2/h1H2,0,3
5,CH2(S),CH2(S),[CH2],[CH2],InChI=1S/CH2/h1H2,InChI=1S/CH2/h1H2,0,1
6,CH3,CH3,[CH3],[CH3],InChI=1S/CH3/h1H3,InChI=1S/CH3/h1H3,0,2
7,CH4,CH4,C,C,InChI=1S/CH4/h1H4,InChI=1S/CH4/h1H4,0,1
8,C2,C2,[C]#[C],[C]#[C],InChI=1S/C2/c1-2,InChI=1S/C2/c1-2,0,1
9,C2H,C2H,C#[C],[C]#C,InChI=1S/C2H/c1-2/h1H,InChI=1S/C2H/c1-2/h1H,0,2
10,C2H2,C2H2,C#C,C#C,InChI=1S/C2H2/c1-2/h1-2H,InChI=1S/C2H2/c1-2/h1-2H,0,1
11,H2CC,H2CC,C=[C],[C]=C,InChI=1S/C2H2/c1-2/h1H2,InChI=1S/C2H2/c1-2/h1H2,0,1
12,C2H3,C2H3,[CH]=C,[CH]=C,"InChI=1S/C2H3/c1-2/h1H,2H2","InChI=1S/C2H3/c1-2/h1H,2H2",0,2
13,C2H4,C2H4,C=C,C=C,InChI=1S/C2H4/c1-2/h1-2H2,InChI=1S/C2H4/c1-2/h1-2H2,0,1
14,C2H5,C2H5,[CH2]C,[CH2]C,"InChI=1S/C2H5/c1-2/h1H2,2H3","InChI=1S/C2H5/c1-2/h1H2,2H3",0,2
15,C2H6,C2H6,CC,CC,InChI=1S/C2H6/c1-2/h1-2H3,InChI=1S/C2H6/c1-2/h1-2H3,0,1
16,C3H2,C3H2,C#C[CH],C#C[CH],InChI=1S/C3H2/c1-3-2/h1-2H,InChI=1S/C3H2/c1-3-2/h1-2H,0,3
17,C3H2(S),C3H2(S),C#C[CH],C#C[CH],InChI=1S/C3H2/c1-3-2/h1-2H,InChI=1S/C3H2/c1-3-2/h1-2H,0,1
18,C3H2C,C3H2C,C1=C=C1,C1=CC=1,InChI=1S/C3H2/c1-2-3-1/h1-2H,InChI=1S/C3H2/c1-2-3-1/h1-2H,0,1
19,H2CCC(S),H2CCC(S),C=C=[C],[C]#C[CH2],InChI=1S/C3H2/c1-3-2/h1H2,InChI=1S/C3H2/c1-3-2/h1H2,0,3
20,C3H3,C3H3,C#C[CH2],C#C[CH2],"InChI=1S/C3H3/c1-3-2/h1H,2H2","InChI=1S/C3H3/c1-3-2/h1H,2H2",0,2
21,C3H4-A,C3H4-A,C=C=C,C=C=C,InChI=1S/C3H4/c1-3-2/h1-2H2,InChI=1S/C3H4/c1-3-2/h1-2H2,0,1
22,C3H4-P,C3H4-P,C#CC,C#CC,"InChI=1S/C3H4/c1-3-2/h1H,2H3","InChI=1S/C3H4/c1-3-2/h1H,2H3",0,1
23,CC3H4,CC3H4,C1CC=1,C1CC=1,"InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2","InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2",0,1
24,C3H5-A,C3H5-A,C=C[CH2],C=C[CH2],"InChI=1S/C3H5/c1-3-2/h3H,1-2H2","InChI=1S/C3H5/c1-3-2/h3H,1-2H2",0,2
25,C3H5-S-Z,C3H5-S,[H]/[C]=C\C,[H]/[C]=C\C,"AMChI=1/C3H5/c1-3-2/h1,3H,2H3/b3-1-","InChI=1S/C3H5/c1-3-2/h1,3H,2H3",0,2
26,C3H5-S-E,C3H5-S,[H]/[C]=C/C,[H]/[C]=C/C,"AMChI=1/C3H5/c1-3-2/h1,3H,2H3/b3-1+","InChI=1S/C3H5/c1-3-2/h1,3H,2H3",0,2
27,C3H5-T,C3H5-T,C=[C]C,C=[C]C,"InChI=1S/C3H5/c1-3-2/h1H2,2H3","InChI=1S/C3H5/c1-3-2/h1H2,2H3",0,2
28,C3H6,C3H6,C=CC,C=CC,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3","InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",0,1
29,IC3H7,IC3H7,C[CH]C,C[CH]C,"InChI=1S/C3H7/c1-3-2/h3H,1-2H3","InChI=1S/C3H7/c1-3-2/h3H,1-2H3",0,2
30,NC3H7,NC3H7,[CH2]CC,[CH2]CC,"InChI=1S/C3H7/c1-3-2/h1,3H2,2H3","InChI=1S/C3H7/c1-3-2/h1,3H2,2H3",0,2
31,C3H8,C3H8,CCC,CCC,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3","InChI=1S/C3H8/c1-3-2/h3H2,1-2H3",0,1
32,C4H2,C4H2,C#CC#C,C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,InChI=1S/C4H2/c1-3-4-2/h1-2H,0,1
33,C4H3-I,C4H3-I,C#C[C]=C,C#C[C]=C,"InChI=1S/C4H3/c1-3-4-2/h1H,2H2","InChI=1S/C4H3/c1-3-4-2/h1H,2H2",0,2
34,C4H3-N-Z,C4H3-N,[H]/[C]=C\C#C,[H]/[C]=C\C#C,"AMChI=1/C4H3/c1-3-4-2/h1-2,4H/b4-2-",InChI=1S/C4H3/c1-3-4-2/h1-3H,0,2
35,C4H3-N-E,C4H3-N,[H]/[C]=C/C#C,[H]/[C]=C/C#C,"AMChI=1/C4H3/c1-3-4-2/h1-2,4H/b4-2+",InChI=1S/C4H3/c1-3-4-2/h1-3H,0,2
36,C4H4,C4H4,C#CC=C,C#CC=C,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2","InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",0,1
37,C4H5-1,C4H5-1,CCC#[C],[C]#CCC,"InChI=1S/C4H5/c1-3-4-2/h3H2,1H3","InChI=1S/C4H5/c1-3-4-2/h3H2,1H3",0,2
38,C4H5-2,C4H5-2,C=C=[C]C,C=C=[C]C,"InChI=1S/C4H5/c1-3-4-2/h1H2,2H3","InChI=1S/C4H5/c1-3-4-2/h1H2,2H3",0,2
39,C4H5-3,C4H5-3,C#C[CH]C,C#C[CH]C,"InChI=1S/C4H5/c1-3-4-2/h1,4H,2H3","InChI=1S/C4H5/c1-3-4-2/h1,4H,2H3",0,2
40,C4H5-4,C4H5-4,C#CC[CH2],C#CC[CH2],"InChI=1S/C4H5/c1-3-4-2/h1H,2,4H2","InChI=1S/C4H5/c1-3-4-2/h1H,2,4H2",0,2
41,C4H5-I,C4H5-I,C=C[C]=C,C=[C]C=C,"InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2","InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2",0,2
42,C4H5-N-Z,C4H5-N,[H]/[C]=C\C=C,[H]/[C]=C\C=C,"AMChI=1/C4H5/c1-3-4-2/h1,3-4H,2H2/b3-1-","InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2",0,2
43,C4H5-N-E,C4H5-N,[H]/[C]=C/C=C,[H]/[C]=C/C=C,"AMChI=1/C4H5/c1-3-4-2/h1,3-4H,2H2/b3-1+","InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2",0,2
44,C4H6,C4H6,C=CC=C,C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2","InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",0,1
45,C4H6-1,C4H6-1,C#CCC,C#CCC,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3","InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",0,1
46,C4H612,C4H612,C=C=CC,C=C=CC,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3","InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",0,1
47,C4H6-2,C4H6-2,CC#CC,CC#CC,InChI=1S/C4H6/c1-3-4-2/h1-2H3,InChI=1S/C4H6/c1-3-4-2/h1-2H3,0,1
48,C4H71-1-Z,C4H71-1,[H]/[C]=C\CC,[H]/[C]=C\CC,"AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1-","InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",0,2
49,C4H71-1-E,C4H71-1,[H]/[C]=C/CC,[H]/[C]=C/CC,"AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1+","InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3",0,2
50,C4H71-2,C4H71-2,C=[C]CC,C=[C]CC,"InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3","InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3",0,2
51,C4H71-3-Z,C4H71-3,[CH2]/C=C\C,[CH2]/C=C\C,"AMChI=1/C4H7/c1-3-4-2/h3-4H,1H2,2H3/b4-3-","InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",0,2
52,C4H71-3-E,C4H71-3,[CH2]/C=C/C,[CH2]/C=C/C,"AMChI=1/C4H7/c1-3-4-2/h3-4H,1H2,2H3/b4-3+","InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3",0,2
53,C4H71-4,C4H71-4,C=CC[CH2],C=CC[CH2],"InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2","InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2",0,2
54,C4H72-2-Z,C4H72-2,C/[C]=C\C,C/[C]=C\C,"AMChI=1/C4H7/c1-3-4-2/h4H,1-2H3/b4-3-","InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3",0,2
55,C4H72-2-E,C4H72-2,C/[C]=C/C,C/[C]=C/C,"AMChI=1/C4H7/c1-3-4-2/h4H,1-2H3/b4-3+","InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3",0,2
56,IC4H7,IC4H7,[CH2]C(=C)C,[CH2]C(=C)C,"InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3","InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3",0,2
57,IC4H7-I1,IC4H7-I1,[CH]=C(C)C,[CH]=C(C)C,"InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3","InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3",0,2
58,C4H8-1,C4H8-1,C=CCC,C=CCC,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3","InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",0,1
59,C4H8-2-Z,C4H8-2,C/C=C\C,C/C=C\C,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-","InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3",0,1
60,C4H8-2-E,C4H8-2,C/C=C/C,C/C=C/C,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3+","InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3",0,1
61,IC4H8,IC4H8,C=C(C)C,C=C(C)C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3","InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",0,1
62,IC4H9,IC4H9,[CH2]C(C)C,[CH2]C(C)C,"InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3","InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3",0,2
63,PC4H9,PC4H9,[CH2]CCC,[CH2]CCC,"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3","InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",0,2
64,SC4H9,SC4H9,C[CH]CC,C[CH]CC,"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3","InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",0,2
65,TC4H9,TC4H9,C[C](C)C,C[C](C)C,InChI=1S/C4H9/c1-4(2)3/h1-3H3,InChI=1S/C4H9/c1-4(2)3/h1-3H3,0,2
66,C4H10,C4H10,CCCC,CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3","InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",0,1
67,IC4H10,IC4H10,CC(C)C,CC(C)C,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3","InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",0,1
68,C5H5,C5H5,C1[CH]C=CC=1,C1[CH]C=CC=1,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,0,2
69,NC5D124-5R-Z,NC5D124-5R,[H]/[C]=C\C=C=C,[H]/[C]=C\C=C=C,"AMChI=1/C5H5/c1-4-5-3-2/h1,4-5H,2H2/b4-1-","InChI=1S/C5H5/c1-3-5-4-2/h1,3,5H,2H2",0,2
70,NC5D124-5R-E,NC5D124-5R,[H]/[C]=C/C=C=C,[H]/[C]=C/C=C=C,"AMChI=1/C5H5/c1-4-5-3-2/h1,4-5H,2H2/b4-1+","InChI=1S/C5H5/c1-3-5-4-2/h1,3,5H,2H2",0,2
71,C5H6,C5H6,C1=CCC=C1,C1=CCC=C1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2","InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",0,1
72,NC5D124,NC5D124,C=CC=C=C,C=C=CC=C,"InChI=1S/C5H6/c1-3-5-4-2/h3,5H,1-2H2","InChI=1S/C5H6/c1-3-5-4-2/h3,5H,1-2H2",0,1
73,B13DE2MJ,B13DE2MJ,C=CC([CH2])=C,C=CC([CH2])=C,"InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2","InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2",0,2
74,C5H7,C5H7,C1[CH]CCC=1,C1[CH]CCC=1,"InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2","InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2",0,2
75,CVCCJCVC-ZZ,CVCCJCVC,C=/C/C=\C\[CH2],C=C/C=C\[CH2],"AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4-","InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",0,2
76,CVCCJCVC-ZE,CVCCJCVC,C=/C/C=\C/[CH2],C=C/C=C/[CH2],"AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3-,5-4+","InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",0,2
77,CVCCJCVC-EE,CVCCJCVC,C=/C/C=/C/[CH2],C=C/C=C/[CH2],"AMChI=1/C5H7/c1-3-5-4-2/h3-5H,1-2H2/b5-3+,5-4+","InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",0,2
78,B12DE3M,B12DE3M,C=C=C(C)C,C=C=C(C)C,"InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3","InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3",0,1
79,B13DE2M,B13DE2M,C=CC(=C)C,C=CC(=C)C,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3","InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",0,1
80,C5H8-1,C5H8-1,C#CCCC,C#CCCC,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3","InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",0,1
81,C5H81-2,C5H81-2,C=C=CCC,C=C=CCC,"InChI=1S/C5H8/c1-3-5-4-2/h5H,1,4H2,2H3","InChI=1S/C5H8/c1-3-5-4-2/h5H,1,4H2,2H3",0,1
82,C5H81-3-Z,C5H81-3,C=C/C=C\C,C=C/C=C\C,"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3/b5-4-","InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",0,1
83,C5H81-3-E,C5H81-3,C=C/C=C/C,C=C/C=C/C,"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3/b5-4+","InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",0,1
84,C5H8-2,C5H8-2,CCC#CC,CC#CCC,"InChI=1S/C5H8/c1-3-5-4-2/h3H2,1-2H3","InChI=1S/C5H8/c1-3-5-4-2/h3H2,1-2H3",0,1
85,C5H82-3,C5H82-3,CC=C=CC,CC=C=CC,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2H3","InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2H3",0,1
86,C5H8D14,C5H8D14,C=CCC=C,C=CCC=C,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2","InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",0,1
87,CH2CYC3H3CH3-A0,CH2CYC3H3CH3,C=C1[C@@H](C)C1,C=C1[C@@H](C)C1,"InChI=1S/C5H8/c1-4-3-5(4)2/h5H,1,3H2,2H3/t5-/m0/s1","InChI=1S/C5H8/c1-4-3-5(4)2/h5H,1,3H2,2H3",0,1
88,CH2CYC3H3CH3-A1,CH2CYC3H3CH3,C=C1[C@H](C)C1,C=C1[C@H](C)C1,"InChI=1S/C5H8/c1-4-3-5(4)2/h5H,1,3H2,2H3/t5-/m1/s1","InChI=1S/C5H8/c1-4-3-5(4)2/h5H,1,3H2,2H3",0,1
89,CYC3H3-1C2H5,CYC3H3-1C2H5,CCC1CC=1,CCC1CC=1,"InChI=1S/C5H8/c1-2-5-3-4-5/h3H,2,4H2,1H3","InChI=1S/C5H8/c1-2-5-3-4-5/h3H,2,4H2,1H3",0,1
90,CYC3H3-3C2H5,CYC3H3-3C2H5,CCC1C=C1,CCC1C=C1,"InChI=1S/C5H8/c1-2-5-3-4-5/h3-5H,2H2,1H3","InChI=1S/C5H8/c1-2-5-3-4-5/h3-5H,2H2,1H3",0,1
91,CYC3H4CHCH3,CYC3H4CHCH3,CC=C1CC1,CC=C1CC1,"InChI=1S/C5H8/c1-2-5-3-4-5/h2H,3-4H2,1H3","InChI=1S/C5H8/c1-2-5-3-4-5/h2H,3-4H2,1H3",0,1
92,CYC3H5CHCH2,CYC3H5CHCH2,C=CC1CC1,C=CC1CC1,"InChI=1S/C5H8/c1-2-5-3-4-5/h2,5H,1,3-4H2","InChI=1S/C5H8/c1-2-5-3-4-5/h2,5H,1,3-4H2",0,1
93,AC5H9-A2,AC5H9-A2,CCC([CH2])=C,[CH2]C(=C)CC,"InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3","InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3",0,2
94,AC5H9-C-Z,AC5H9-C,[CH2]/C(C)=C/C,[CH2]/C(C)=C/C,"AMChI=1/C5H9/c1-5(3)4-2/h4H,1H2,2-3H3/b5-4-","InChI=1S/C5H9/c1-4-5(2)3/h4H,2H2,1,3H3",0,2
95,AC5H9-C-E,AC5H9-C,[CH2]/C(C)=C\C,[CH2]/C(C)=C\C,"AMChI=1/C5H9/c1-5(3)4-2/h4H,1H2,2-3H3/b5-4+","InChI=1S/C5H9/c1-4-5(2)3/h4H,2H2,1,3H3",0,2
96,AC5H9-D,AC5H9-D,[CH2]CC(=C)C,[CH2]CC(=C)C,"InChI=1S/C5H9/c1-4-5(2)3/h1-2,4H2,3H3","InChI=1S/C5H9/c1-4-5(2)3/h1-2,4H2,3H3",0,2
97,C5H91-1-Z,C5H91-1,[H]/[C]=C\CCC,[H]/[C]=C\CCC,"AMChI=1/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3/b3-1-","InChI=1S/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3",0,2
98,C5H91-1-E,C5H91-1,[H]/[C]=C/CCC,[H]/[C]=C/CCC,"AMChI=1/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3/b3-1+","InChI=1S/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3",0,2
99,C5H91-2,C5H91-2,C=[C]CCC,C=[C]CCC,"InChI=1S/C5H9/c1-3-5-4-2/h1,4-5H2,2H3","InChI=1S/C5H9/c1-3-5-4-2/h1,4-5H2,2H3",0,2
100,C5H91-3-Z,C5H91-3,[CH2]/C=C\CC,[CH2]/C=C\CC,"AMChI=1/C5H9/c1-3-4-5-2/h3-4H,1,5H2,2H3/b4-3-","InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3",0,2
101,C5H91-3-E,C5H91-3,[CH2]/C=C/CC,[CH2]/C=C/CC,"AMChI=1/C5H9/c1-3-4-5-2/h3-4H,1,5H2,2H3/b4-3+","InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3",0,2
102,C5H91-4,C5H91-4,C=CC[CH]C,C=CC[CH]C,"InChI=1S/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3","InChI=1S/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3",0,2
103,C5H91-5,C5H91-5,C=CCC[CH2],C=CCC[CH2],"InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2","InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2",0,2
104,C5H92-2-Z,C5H92-2,C/[C]=C\CC,C/[C]=C\CC,"AMChI=1/C5H9/c1-3-4-5-2/h4H,5H2,1-2H3/b4-3-","InChI=1S/C5H9/c1-3-5-4-2/h5H,3H2,1-2H3",0,2
105,C5H92-2-E,C5H92-2,C/[C]=C/CC,C/[C]=C/CC,"AMChI=1/C5H9/c1-3-4-5-2/h4H,5H2,1-2H3/b4-3+","InChI=1S/C5H9/c1-3-5-4-2/h5H,3H2,1-2H3",0,2
106,C5H92-3-Z,C5H92-3,C/C=[C]\CC,C/C=[C]\CC,"AMChI=1/C5H9/c1-4-3-5-2/h4H,5H2,1-2H3/b4-3-","InChI=1S/C5H9/c1-3-5-4-2/h3H,4H2,1-2H3",0,2
107,C5H92-3-E,C5H92-3,C/C=[C]/CC,C/C=[C]/CC,"AMChI=1/C5H9/c1-4-3-5-2/h4H,5H2,1-2H3/b4-3+","InChI=1S/C5H9/c1-3-5-4-2/h3H,4H2,1-2H3",0,2
108,C5H92-4-ZZ,C5H92-4,C/[CH]/C=\C\C,C[CH]/C=C\C,"AMChI=1/C5H9/c1-3-5-4-2/h3-5H,1-2H3/b5-3-,5-4-","InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3",0,2
109,C5H92-4-ZE,C5H92-4,C/[CH]/C=\C/C,C[CH]/C=C/C,"AMChI=1/C5H9/c1-3-5-4-2/h3-5H,1-2H3/b5-3-,5-4+","InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3",0,2
110,C5H92-4-EE,C5H92-4,C/[CH]/C=/C/C,C[CH]/C=C/C,"AMChI=1/C5H9/c1-3-5-4-2/h3-5H,1-2H3/b5-3+,5-4+","InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3",0,2
111,C5H92-5-Z,C5H92-5,[CH2]C/C=C\C,[CH2]C/C=C\C,"InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3/b5-4-","InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3",0,2
112,C5H92-5-E,C5H92-5,[CH2]C/C=C/C,[CH2]C/C=C/C,"InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3/b5-4+","InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3",0,2
