,stereo-name,orig-name,ext-stereo-smiles,stereo-smiles,chi,orig-inchi,charge,mult
113,CC5H9-A-A0,CC5H9-A,C=C[C@@H]([CH2])C,C=C[C@@H]([CH2])C,"InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3/t5-/m0/s1","InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3",0,2
114,CC5H9-A-A1,CC5H9-A,C=C[C@H]([CH2])C,C=C[C@H]([CH2])C,"InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3/t5-/m1/s1","InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3",0,2
115,CC5H9-B,CC5H9-B,[CH2]C=C(C)C,[CH2]C=C(C)C,"InChI=1S/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3","InChI=1S/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3",0,2
116,CH2CYC3H4CH3-AA0,CH2CYC3H4CH3,[CH2][C@@H]1[C@@H](C)C1,[CH2][C@@H]1[C@@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3/t4-,5-/m0/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3",0,2
117,CH2CYC3H4CH3-AB0,CH2CYC3H4CH3,[CH2][C@@H]1[C@H](C)C1,[CH2][C@@H]1[C@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3/t4-,5+/m0/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3",0,2
118,CH2CYC3H4CH3-AB1,CH2CYC3H4CH3,[CH2][C@H]1[C@@H](C)C1,[CH2][C@H]1[C@@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3/t4-,5+/m1/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3",0,2
119,CH2CYC3H4CH3-AA1,CH2CYC3H4CH3,[CH2][C@H]1[C@H](C)C1,[CH2][C@H]1[C@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3/t4-,5-/m1/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4-5H,1,3H2,2H3",0,2
120,CH3CYC3H3CH3-A0,CH3CYC3H3CH3,C[C@@H]1[C](C)C1,C[C]1[C@@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4H,3H2,1-2H3/t4-/m0/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4H,3H2,1-2H3",0,2
121,CH3CYC3H3CH3-A1,CH3CYC3H3CH3,C[C@H]1[C](C)C1,C[C]1[C@H](C)C1,"InChI=1S/C5H9/c1-4-3-5(4)2/h4H,3H2,1-2H3/t4-/m1/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h4H,3H2,1-2H3",0,2
122,CH3CYC3H3CH3-3-AA0,CH3CYC3H3CH3-3,C[C@@H]1[C@@H](C)[CH]1,C[C@@H]1[C@@H](C)[CH]1,"InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3/t4-,5-/m0/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3",0,2
123,CH3CYC3H3CH3-3-AB,CH3CYC3H3CH3-3,C[C@@H]1[C@H](C)[CH]1,C[C@@H]1[C@H](C)[CH]1,"InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3/t4-,5+","InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3",0,2
124,CH3CYC3H3CH3-3-AA1,CH3CYC3H3CH3-3,C[C@H]1[C@H](C)[CH]1,C[C@H]1[C@H](C)[CH]1,"InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3/t4-,5-/m1/s1","InChI=1S/C5H9/c1-4-3-5(4)2/h3-5H,1-2H3",0,2
125,CYC3H4C2H5-1,CYC3H4C2H5-1,CC[C]1CC1,CC[C]1CC1,"InChI=1S/C5H9/c1-2-5-3-4-5/h2-4H2,1H3","InChI=1S/C5H9/c1-2-5-3-4-5/h2-4H2,1H3",0,2
126,CYC3H4C2H5-2-A1,CYC3H4C2H5-2,CC[C@H]1C[CH]1,CC[C@H]1C[CH]1,"InChI=1S/C5H9/c1-2-5-3-4-5/h3,5H,2,4H2,1H3/t5-/m1/s1","InChI=1S/C5H9/c1-2-5-3-4-5/h3,5H,2,4H2,1H3",0,2
127,CYC3H4C2H5-2-A0,CYC3H4C2H5-2,CC[C@@H]1C[CH]1,CC[C@@H]1C[CH]1,"InChI=1S/C5H9/c1-2-5-3-4-5/h3,5H,2,4H2,1H3/t5-/m0/s1","InChI=1S/C5H9/c1-2-5-3-4-5/h3,5H,2,4H2,1H3",0,2
128,CYC3H5CHCH3,CYC3H5CHCH3,C[CH]C1CC1,C[CH]C1CC1,"InChI=1S/C5H9/c1-2-5-3-4-5/h2,5H,3-4H2,1H3","InChI=1S/C5H9/c1-2-5-3-4-5/h2,5H,3-4H2,1H3",0,2
129,CYC4H6-2-CH3-A0,CYC4H6-2-CH3,C[C@@H]1CC[CH]1,C[C@@H]1CC[CH]1,"InChI=1S/C5H9/c1-5-3-2-4-5/h3,5H,2,4H2,1H3/t5-/m0/s1","InChI=1S/C5H9/c1-5-3-2-4-5/h3,5H,2,4H2,1H3",0,2
130,CYC4H6-2-CH3-A1,CYC4H6-2-CH3,C[C@H]1CC[CH]1,C[C@H]1CC[CH]1,"InChI=1S/C5H9/c1-5-3-2-4-5/h3,5H,2,4H2,1H3/t5-/m1/s1","InChI=1S/C5H9/c1-5-3-2-4-5/h3,5H,2,4H2,1H3",0,2
131,CYC4H6-3-CH3,CYC4H6-3-CH3,CC1C[CH]C1,CC1C[CH]C1,"InChI=1S/C5H9/c1-5-3-2-4-5/h2,5H,3-4H2,1H3","InChI=1S/C5H9/c1-5-3-2-4-5/h2,5H,3-4H2,1H3",0,2
132,CYC5H9,CYC5H9,[CH]1CCCC1,[CH]1CCCC1,"InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2","InChI=1S/C5H9/c1-2-4-5-3-1/h1H,2-5H2",0,2
133,AC5H10,AC5H10,CCC(=C)C,C=C(C)CC,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3","InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",0,1
134,BC5H10,BC5H10,CC=C(C)C,CC=C(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3","InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",0,1
135,C5H10-1,C5H10-1,C=CCCC,C=CCCC,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3","InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",0,1
136,C5H10-2-Z,C5H10-2,C/C=C\CC,C/C=C\CC,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3-","InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3",0,1
137,C5H10-2-E,C5H10-2,C/C=C/CC,C/C=C/CC,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3+","InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3",0,1
138,CC5H10,CC5H10,C=CC(C)C,C=CC(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3","InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",0,1
139,AC5H11-A0,AC5H11,CC[C@@H]([CH2])C,[CH2][C@@H](C)CC,"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3/t5-/m0/s1","InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",0,2
140,AC5H11-A1,AC5H11,CC[C@H]([CH2])C,[CH2][C@H](C)CC,"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3/t5-/m1/s1","InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",0,2
141,BC5H11,BC5H11,CC[C](C)C,CC[C](C)C,"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3","InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3",0,2
142,C5H11-1,C5H11-1,[CH2]CCCC,[CH2]CCCC,"InChI=1S/C5H11/c1-3-5-4-2/h1,3-5H2,2H3","InChI=1S/C5H11/c1-3-5-4-2/h1,3-5H2,2H3",0,2
143,C5H11-2,C5H11-2,C[CH]CCC,C[CH]CCC,"InChI=1S/C5H11/c1-3-5-4-2/h3H,4-5H2,1-2H3","InChI=1S/C5H11/c1-3-5-4-2/h3H,4-5H2,1-2H3",0,2
144,C5H11-3,C5H11-3,CC[CH]CC,CC[CH]CC,"InChI=1S/C5H11/c1-3-5-4-2/h5H,3-4H2,1-2H3","InChI=1S/C5H11/c1-3-5-4-2/h5H,3-4H2,1-2H3",0,2
145,CC5H11,CC5H11,C[CH]C(C)C,C[CH]C(C)C,"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3","InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3",0,2
146,DC5H11,DC5H11,[CH2]CC(C)C,[CH2]CC(C)C,"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3","InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3",0,2
147,NEOC5H11,NEOC5H11,[CH2]C(C)(C)C,[CH2]C(C)(C)C,"InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3","InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3",0,2
148,IC5H12,IC5H12,CCC(C)C,CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3","InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",0,1
149,NC5H12,NC5H12,CCCCC,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3","InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",0,1
150,NEOC5H12,NEOC5H12,CC(C)(C)C,CC(C)(C)C,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3","InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",0,1
151,C6H2,C6H2,C#CC#CC#C,C#CC#CC#C,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H,InChI=1S/C6H2/c1-3-5-6-4-2/h1-2H,0,1
152,C6H3,C6H3,C#CC=C=C=[CH],C#C[C]=CC#C,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H","InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H",0,2
153,C6H3,C6H3,C#CC=C=C=[CH],C#C[C]=CC#C,"InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H","InChI=1S/C6H3/c1-3-5-6-4-2/h1-2,5H",0,2
154,C-C6H4,C-C6H4,C1=CC#CC=C1,C1=CC=CC=C=1,InChI=1S/C6H4/c1-2-4-6-5-3-1/h1-4H,InChI=1S/C6H4/c1-2-4-6-5-3-1/h1-4H,0,1
155,L-C6H4-Z,L-C6H4,C#C/C=C\C#C,C#C/C=C\C#C,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H/b6-5-","InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H",0,1
156,L-C6H4-E,L-C6H4,C#C/C=C/C#C,C#C/C=C/C#C,"InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H/b6-5+","InChI=1S/C6H4/c1-3-5-6-4-2/h1-2,5-6H",0,1
157,C6H5,C6H5,C1[CH]C=C=CC=1,C1=CC=C[CH]C=1,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H,InChI=1S/C6H5/c1-2-4-6-5-3-1/h1-5H,0,2
158,C6H6,C6H6,C1=CC=CC=C1,C1=CC=CC=C1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0,1
159,FULVENE,FULVENE,C=C1C=CC=C1,C=C1C=CC=C1,"InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2","InChI=1S/C6H6/c1-6-4-2-3-5-6/h2-5H,1H2",0,1
160,C5H4CH3,C5H4CH3,CC1=CC=C[CH]1,CC1=CC=C[CH]1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-5H,1H3","InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-5H,1H3",0,2
161,C5H5CH2,C5H5CH2,[CH2]C1C=CC=C1,[CH2]C1C=CC=C1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-6H,1H2","InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-6H,1H2",0,2
162,C5H5CH2-1,C5H5CH2-1,C=C1C[CH]C=C1,C=C1C[CH]C=C1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-4H,1,5H2","InChI=1S/C6H7/c1-6-4-2-3-5-6/h2-4H,1,5H2",0,2
163,C5H5CH2-2,C5H5CH2-2,[CH2]C1=CCC=C1,[CH2]C1=CCC=C1,"InChI=1S/C6H7/c1-6-4-2-3-5-6/h2,4-5H,1,3H2","InChI=1S/C6H7/c1-6-4-2-3-5-6/h2,4-5H,1,3H2",0,2
164,CYC6H7,CYC6H7,C1C=CC[CH]C=1,C1C=CC[CH]C=1,"InChI=1S/C6H7/c1-2-4-6-5-3-1/h1-5H,6H2","InChI=1S/C6H7/c1-2-4-6-5-3-1/h1-5H,6H2",0,2
165,C5H5CH3,C5H5CH3,CC1C=CC=C1,CC1C=CC=C1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-6H,1H3","InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-6H,1H3",0,1
166,C5H5CH3-1,C5H5CH3-1,CC1CC=CC=1,CC1CC=CC=1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-4H,5H2,1H3","InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-4H,5H2,1H3",0,1
167,C5H5CH3-2,C5H5CH3-2,CC1=CCC=C1,CC1=CCC=C1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2,4-5H,3H2,1H3","InChI=1S/C6H8/c1-6-4-2-3-5-6/h2,4-5H,3H2,1H3",0,1
168,C6H8-Z,C6H8,C=C/C=C\C=C,C=C/C=C\C=C,"InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2/b6-5-","InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2",0,1
169,C6H8-E,C6H8,C=C/C=C/C=C,C=C/C=C/C=C,"InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2/b6-5+","InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2",0,1
170,CYHEXDN13,CYHEXDN13,C1=CCCC=C1,C1=CCCC=C1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-4H,5-6H2","InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-4H,5-6H2",0,1
171,CYHEXDN14,CYHEXDN14,C1CC=CCC=1,C1CC=CCC=1,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2","InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",0,1
172,CYPENTN-4MTHNE,CYPENTN-4MTHNE,C=C1CC=CC1,C=C1CC=CC1,"InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-3H,1,4-5H2","InChI=1S/C6H8/c1-6-4-2-3-5-6/h2-3H,1,4-5H2",0,1
173,C6H9-A-Z,C6H9-A,[CH2]/C=C\CC=C,[CH2]/C=C\CC=C,"AMChI=1/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2/b5-3-","InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2",0,2
174,C6H9-A-E,C6H9-A,[CH2]/C=C/CC=C,[CH2]/C=C/CC=C,"AMChI=1/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2/b5-3+","InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2",0,2
175,CYHEXEN-4J,CYHEXEN-4J,C1C[CH]CCC=1,C1C[CH]CCC=1,"InChI=1S/C6H9/c1-2-4-6-5-3-1/h1-2,5H,3-4,6H2","InChI=1S/C6H9/c1-2-4-6-5-3-1/h1-2,5H,3-4,6H2",0,2
176,CYPENTN-4M3J-A0,CYPENTN-4M3J,C[C@@H]1C[CH]C=C1,C[C@@H]1C[CH]C=C1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-4,6H,5H2,1H3/t6-/m0/s1","InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-4,6H,5H2,1H3",0,2
177,CYPENTN-4M3J-A1,CYPENTN-4M3J,C[C@H]1C[CH]C=C1,C[C@H]1C[CH]C=C1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-4,6H,5H2,1H3/t6-/m1/s1","InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-4,6H,5H2,1H3",0,2
178,CYPENTN-4M4J,CYPENTN-4M4J,C[C]1CC=CC1,C[C]1CC=CC1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3H,4-5H2,1H3","InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3H,4-5H2,1H3",0,2
179,CYPENTN-4MJ,CYPENTN-4MJ,[CH2]C1CC=CC1,[CH2]C1CC=CC1,"InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3,6H,1,4-5H2","InChI=1S/C6H9/c1-6-4-2-3-5-6/h2-3,6H,1,4-5H2",0,2
180,I3C6D13-5-Z,I3C6D13-5,C=C/C([CH2])=C\C,C=C/C([CH2])=C\C,"AMChI=1/C6H9/c1-4-6(2)5-3/h4-5H,1-2H2,3H3/b6-5-","InChI=1S/C6H9/c1-4-6(3)5-2/h4-5H,1,3H2,2H3",0,2
181,I3C6D13-5-E,I3C6D13-5,C=C/C([CH2])=C/C,C=C/C([CH2])=C/C,"AMChI=1/C6H9/c1-4-6(2)5-3/h4-5H,1-2H2,3H3/b6-5+","InChI=1S/C6H9/c1-4-6(3)5-2/h4-5H,1,3H2,2H3",0,2
182,I3C6D13-6,I3C6D13-6,C=CC(=C)C[CH2],C=CC(=C)C[CH2],"InChI=1S/C6H9/c1-4-6(3)5-2/h4H,1-3,5H2","InChI=1S/C6H9/c1-4-6(3)5-2/h4H,1-3,5H2",0,2
183,I3C6D15-4,I3C6D15-4,C=CC([CH2])C=C,C=CC([CH2])C=C,"InChI=1S/C6H9/c1-4-6(3)5-2/h4-6H,1-3H2","InChI=1S/C6H9/c1-4-6(3)5-2/h4-6H,1-3H2",0,2
184,IC6D13-1AR-Z,IC6D13-1AR,C/C=C\C(=C)[CH2],[CH2]C(=C)/C=C\C,"InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,2-3H2,1H3/b5-4-","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,2-3H2,1H3",0,2
185,IC6D13-1AR-E,IC6D13-1AR,C/C=C/C(=C)[CH2],[CH2]C(=C)/C=C/C,"InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,2-3H2,1H3/b5-4+","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,2-3H2,1H3",0,2
186,IC6D13-5R-ZZ,IC6D13-5R,[CH2]/C=/C\C(=C)\C,[CH2]/C=C\C(=C)C,"AMChI=1/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3/b5-4-,6-5-","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3",0,2
187,IC6D13-5R-ZE,IC6D13-5R,[CH2]/C=/C\C(=C)/C,[CH2]/C=C\C(=C)C,"AMChI=1/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3/b5-4-,6-5+","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3",0,2
188,IC6D13-5R-EZ,IC6D13-5R,[CH2]/C=/C/C(=C)\C,[CH2]/C=C/C(=C)C,"AMChI=1/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3/b5-4+,6-5-","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3",0,2
189,IC6D13-5R-EE,IC6D13-5R,[CH2]/C=/C/C(=C)/C,[CH2]/C=C/C(=C)C,"AMChI=1/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3/b5-4+,6-5+","InChI=1S/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3",0,2
190,IC6D14-1,IC6D14-1,C=CCC(=C)[CH2],C=CCC(=C)[CH2],"InChI=1S/C6H9/c1-4-5-6(2)3/h4H,1-3,5H2","InChI=1S/C6H9/c1-4-5-6(2)3/h4H,1-3,5H2",0,2
191,XC6D13-1AR,XC6D13-1AR,[CH2]C(=C)C(=C)C,[CH2]C(=C)C(=C)C,"InChI=1S/C6H9/c1-5(2)6(3)4/h1-3H2,4H3","InChI=1S/C6H9/c1-5(2)6(3)4/h1-3H2,4H3",0,2
192,C6H101-5,C6H101-5,C=CCCC=C,C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2","InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",0,1
193,C6H10D13-Z,C6H10D13,C=C/C=C\CC,C=C/C=C\CC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3/b6-5-","InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3",0,1
194,C6H10D13-E,C6H10D13,C=C/C=C/CC,C=C/C=C/CC,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3/b6-5+","InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3",0,1
195,C6H10D14-Z,C6H10D14,C=CC/C=C\C,C=CC/C=C\C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3/b6-4-","InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3",0,1
196,C6H10D14-E,C6H10D14,C=CC/C=C/C,C=CC/C=C/C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3/b6-4+","InChI=1S/C6H10/c1-3-5-6-4-2/h3-4,6H,1,5H2,2H3",0,1
197,C6H10D24-ZZ,C6H10D24,C/C=C\C=C/C,C/C=C\C=C/C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3-,6-4-","InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3",0,1
198,C6H10D24-ZE,C6H10D24,C/C=C\C=C\C,C/C=C\C=C\C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3-,6-4+","InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3",0,1
199,C6H10D24-EE,C6H10D24,C/C=C/C=C/C,C/C=C/C=C/C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3+,6-4+","InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3",0,1
200,IC6D13-Z,IC6D13,C/C=C\C(=C)C,C=C(C)/C=C\C,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,2H2,1,3H3/b5-4-","InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,2H2,1,3H3",0,1
